age,height_rounded,weight_rounded,veges_freq,main_meals_num,daily_water_consumption,physical_activity_freq,tech_devices_usage,high_kcal_food,transport_used,snacks_consuming,smoking,kcal_monitoring,alcohol_consumption,gender,bmi
31,1.78,120.6,Always,Three,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.87640449438202
32,1.77,120.16,Always,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.943502824858754
31,1.78,120.61,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.87921348314607
31,1.77,120.34,Sometimes,Three,1-2L,1-2 days,>5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.994350282485875
27,1.82,119.62,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.862637362637365
27,1.84,119.96,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.597826086956516
26,1.85,117.63,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,31.79189189189189
27,1.83,117.76,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.17486338797814
38,1.75,118.11,Sometimes,Three,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.745714285714286
38,1.76,117.86,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.48295454545455
29,1.82,120.7,Always,Three,>2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.15934065934066
28,1.81,119.48,Always,Three,>2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.005524861878456
26,1.77,114.16,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.24858757062147
26,1.77,114.25,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.27401129943503
26,1.76,115.11,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.70170454545455
26,1.77,115.46,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.61581920903954
30,1.77,112.35,Sometimes,Three,1-2L,0 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,31.737288135593218
30,1.76,112.41,Sometimes,Three,1-2L,0 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,31.93465909090909
27,1.78,113.15,Sometimes,Three,1-2L,1-2 days,>5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,31.78370786516854
29,1.77,113.24,Sometimes,Three,1-2L,0 days,>5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,31.98870056497175
27,1.89,121.07,Sometimes,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.02910052910053
28,1.83,120.87,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.02459016393443
28,1.81,120.42,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.26519337016575
27,1.81,119.84,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.10497237569061
23,1.86,121.28,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.60215053763441
23,1.87,121.53,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.49465240641711
24,1.78,120.92,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.96629213483146
25,1.79,120.92,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.77653631284916
31,1.76,120.01,Always,Three,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,34.09375
32,1.77,120.21,Always,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.95762711864407
32,1.75,118.27,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.79142857142857
31,1.76,118.37,Always,Three,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.627840909090914
32,1.85,125.08,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,yes,no,Sometimes,Male,33.8054054054054
32,1.84,125.97,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,yes,no,Sometimes,Male,34.23097826086956
31,1.83,124.95,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,34.13934426229508
31,1.86,126.42,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.983870967741936
26,1.76,113.07,Never,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.122159090909086
26,1.76,112.84,Never,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.05681818181818
26,1.77,114.07,Sometimes,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.22316384180791
26,1.77,114.0,Sometimes,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.20338983050848
26,1.8,117.93,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.75833333333333
26,1.79,117.85,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.918994413407816
26,1.8,118.33,Never,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.86944444444444
26,1.84,118.38,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.16847826086956
38,1.76,118.4,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.63636363636364
39,1.75,119.2,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,34.05714285714286
39,1.77,117.79,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.27401129943503
39,1.77,118.13,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,33.37005649717514
25,1.6,101.04,Always,One/Two,<1L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,31.575
27,1.69,103.18,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,30.526627218934916
34,1.71,103.28,Always,One/Two,<1L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Male,30.198830409356727
33,1.7,102.78,Always,One/Two,<1L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Male,30.229411764705883
24,1.83,121.04,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.07103825136612
24,1.85,121.25,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.77027027027027
24,1.77,119.08,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.63841807909604
25,1.79,118.44,Never,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.08379888268156
25,1.85,121.31,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.78648648648649
25,1.87,121.47,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,32.47860962566845
23,1.82,120.78,Always,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.18131868131868
24,1.82,120.34,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,33.06043956043956
25,1.61,100.25,Always,One/Two,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,31.133540372670804
25,1.61,100.08,Always,One/Two,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,31.080745341614904
31,1.65,101.14,Always,One/Two,<1L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Male,30.648484848484852
31,1.65,102.58,Always,One/Two,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,31.084848484848486
21,1.66,105.58,Always,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,31.80120481927711
21,1.64,101.07,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,30.8140243902439
26,1.66,104.32,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,31.42168674698795
27,1.69,102.6,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,30.355029585798817
26,1.61,102.09,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.704968944099377
26,1.58,105.06,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.24683544303797
19,1.79,137.86,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.50837988826816
19,1.8,149.94,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,41.65
26,1.66,111.93,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.71385542168675
26,1.6,105.45,Always,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.953125
26,1.68,104.95,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.23511904761905
26,1.68,109.9,Always,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.708333333333336
23,1.66,121.21,Always,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,36.50903614457831
22,1.69,133.76,Always,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,39.573964497041416
26,1.62,109.96,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.938271604938265
26,1.58,110.55,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.984177215189874
22,1.73,131.53,Always,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.01445086705203
23,1.66,114.47,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.47891566265061
22,1.75,127.9,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,36.542857142857144
22,1.73,152.09,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,43.956647398843934
19,1.75,133.8,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.228571428571435
25,1.72,114.51,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.28779069767442
26,1.63,111.95,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.34049079754602
26,1.64,111.87,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.10670731707317
26,1.65,104.76,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.74545454545455
26,1.63,107.48,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.969325153374236
21,1.74,130.93,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,37.62356321839081
25,1.74,132.53,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.083333333333336
26,1.58,102.0,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.278481012658226
26,1.61,103.03,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.996894409937887
19,1.82,142.1,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,39.03846153846153
19,1.83,152.72,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,41.72677595628415
26,1.66,111.99,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.73192771084337
26,1.64,111.21,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.90548780487805
26,1.67,104.59,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.314371257485032
26,1.67,104.75,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.362275449101798
21,1.67,124.7,Always,Three,<1L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,37.33532934131737
21,1.69,129.77,Always,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.39349112426036
26,1.62,110.68,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.160493827160494
26,1.64,110.82,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.78658536585366
22,1.73,135.52,Always,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,39.16763005780347
21,1.75,133.57,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.16285714285714
21,1.81,138.73,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.3232044198895
21,1.81,155.87,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,43.05801104972376
19,1.75,133.67,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.19142857142857
22,1.75,133.85,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.24285714285714
26,1.63,111.89,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.32208588957055
26,1.64,111.82,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.09146341463415
26,1.64,104.81,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.95426829268293
26,1.62,104.93,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.385802469135804
23,1.76,133.37,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,37.88920454545455
20,1.76,133.95,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.053977272727266
26,1.61,102.39,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.79813664596273
26,1.66,102.78,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,30.957831325301207
26,1.6,104.9,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.78125
26,1.63,104.99,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.20552147239264
19,1.77,137.04,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.71186440677966
22,1.79,137.77,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.48324022346369
19,1.8,141.17,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,39.21388888888888
21,1.79,151.98,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,42.452513966480446
26,1.64,111.94,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.12804878048781
26,1.64,111.6,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.02439024390244
26,1.62,105.04,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.41975308641975
26,1.61,105.42,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.73913043478261
26,1.63,104.84,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.15950920245399
26,1.68,104.82,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.19642857142857
26,1.66,110.92,Always,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.40963855421687
26,1.66,110.22,Always,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.19879518072289
20,1.67,124.81,Always,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,37.368263473053894
22,1.71,121.86,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,35.631578947368425
22,1.75,133.78,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.222857142857144
22,1.71,131.87,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.558479532163744
26,1.62,110.01,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.9537037037037
26,1.64,110.97,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.832317073170735
26,1.62,111.27,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.34259259259259
26,1.62,109.98,Always,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.94444444444444
22,1.74,132.15,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,37.974137931034484
22,1.73,132.9,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.41040462427746
24,1.69,114.48,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.8698224852071
25,1.64,113.28,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.53658536585366
19,1.75,128.26,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,36.645714285714284
20,1.75,129.36,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,36.96
22,1.75,144.3,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,41.228571428571435
22,1.75,149.29,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,42.65428571428571
20,1.74,132.58,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.09770114942529
22,1.75,133.95,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.271428571428565
25,1.69,112.78,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.366863905325445
26,1.67,112.88,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.796407185628745
26,1.63,111.83,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.30368098159509
26,1.64,111.87,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.10670731707317
26,1.64,111.54,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.00609756097561
26,1.65,111.91,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.912121212121214
26,1.6,105.03,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.821875
26,1.64,105.04,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.024390243902445
26,1.63,106.88,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.785276073619634
26,1.63,108.27,Always,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.21165644171779
22,1.72,133.47,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.799418604651166
21,1.71,131.27,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.38304093567252
23,1.72,132.94,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.645348837209305
24,1.74,133.49,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.35919540229885
26,1.57,102.0,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.48407643312102
26,1.58,102.13,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.31962025316455
21,1.78,154.62,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,43.432584269662925
20,1.79,160.94,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,44.95530726256983
26,1.66,112.0,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.734939759036145
26,1.66,111.96,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.72289156626506
26,1.68,104.59,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.127976190476193
26,1.68,104.85,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.205357142857142
20,1.72,127.64,Always,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,37.104651162790695
21,1.68,125.42,Always,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,37.327380952380956
26,1.62,110.82,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.2037037037037
26,1.63,110.8,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.987730061349694
22,1.75,136.52,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,39.00571428571429
21,1.78,137.85,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.721910112359545
22,1.81,152.39,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,42.09668508287292
22,1.8,160.64,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,44.62222222222222
19,1.75,133.55,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.15714285714286
20,1.75,133.84,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.24
26,1.63,111.59,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.23006134969325
26,1.64,111.57,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,34.015243902439025
26,1.62,104.85,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.36111111111111
26,1.63,104.92,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.1840490797546
22,1.76,133.89,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.03693181818181
22,1.76,133.94,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.05113636363636
26,1.61,102.08,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.701863354037265
26,1.61,102.17,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.72981366459627
26,1.62,104.99,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.404320987654316
26,1.64,104.99,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.00914634146341
19,1.8,138.03,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.34166666666667
22,1.79,137.86,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,38.50837988826816
21,1.8,151.42,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,42.06111111111111
19,1.81,152.57,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,42.146408839779
26,1.65,111.94,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.92121212121212
26,1.65,111.92,Always,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.915151515151514
26,1.66,105.12,Always,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.66265060240964
26,1.63,105.43,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.34049079754602
26,1.67,104.77,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,31.368263473053894
26,1.64,104.97,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,32.00304878048781
26,1.66,109.93,Always,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,33.11144578313253
